@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-R4,6-8,10,12,14'

@attribute team_a {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute team_b {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute spieltag numeric
@attribute saison_weight numeric
@attribute sun_a {S,U,N}
@attribute place_a numeric
@attribute place_b numeric
@attribute wins_pro_a numeric
@attribute points_pro_a numeric
@attribute wins_pro_b numeric
@attribute points_pro_b numeric
@attribute hg_01 numeric

@data
'SV Werder Bremen','Eintracht Frankfurt',15,9,S,10,13,0.352941,0.441176,0.235294,0.323529,1
'Bayer 04 Leverkusen','FC Bayern Munchen',15,9,N,9,2,0.411765,0.480392,0.588235,0.656863,1
'1899 Hoffenheim','DSC Arminia Bielefeld',15,9,S,7,18,0.441176,0.539216,0.117647,0.27451,1
'Borussia Dortmund','VfL Wolfsburg',15,9,U,6,1,0.441176,0.578431,0.617647,0.676471,1
'VfL Bochum','Hamburger SV',15,9,U,14,5,0.205882,0.313725,0.558824,0.598039,1
'VfB Stuttgart','FC Schalke 04',15,9,S,3,8,0.558824,0.627451,0.411765,0.490196,1
'1. FC Koln','Hertha BSC Berlin',15,9,N,12,4,0.323529,0.382353,0.558824,0.617647,2
'Karlsruher SC','Hannover 96',15,9,N,17,11,0.235294,0.284314,0.294118,0.392157,2
'FC Energie Cottbus','Borussia Monchengladbach',15,9,S,16,15,0.235294,0.294118,0.235294,0.303922,2
'Eintracht Frankfurt','SV Werder Bremen',15,9,N,13,10,0.235294,0.323529,0.352941,0.441176,2
'FC Bayern Munchen','Bayer 04 Leverkusen',15,9,S,2,9,0.588235,0.656863,0.411765,0.480392,2
'DSC Arminia Bielefeld','1899 Hoffenheim',15,9,N,18,7,0.117647,0.27451,0.441176,0.539216,2
'VfL Wolfsburg','Borussia Dortmund',15,9,U,1,6,0.617647,0.676471,0.441176,0.578431,2
'Hamburger SV','VfL Bochum',15,9,U,5,14,0.558824,0.598039,0.205882,0.313725,2
'FC Schalke 04','VfB Stuttgart',15,9,N,8,3,0.411765,0.490196,0.558824,0.627451,2
'FC Bayern Munchen','1899 Hoffenheim',16,9,S,2,7,0.588235,0.656863,0.441176,0.539216,1
'Karlsruher SC','SV Werder Bremen',16,9,S,17,10,0.235294,0.284314,0.352941,0.441176,1
'FC Schalke 04','Hertha BSC Berlin',16,9,S,8,4,0.411765,0.490196,0.558824,0.617647,1
'FC Energie Cottbus','VfB Stuttgart',16,9,N,16,3,0.235294,0.294118,0.558824,0.627451,1
'Eintracht Frankfurt','VfL Bochum',16,9,S,13,14,0.235294,0.323529,0.205882,0.313725,1
'DSC Arminia Bielefeld','Borussia Dortmund',16,9,U,18,6,0.117647,0.27451,0.441176,0.578431,1
'Borussia Monchengladbach','Bayer 04 Leverkusen',16,9,N,15,9,0.235294,0.303922,0.411765,0.480392,1
'1. FC Koln','Hamburger SV',16,9,N,12,5,0.323529,0.382353,0.558824,0.598039,1
'VfL Wolfsburg','Hannover 96',16,9,S,1,11,0.617647,0.676471,0.294118,0.392157,1
'1899 Hoffenheim','FC Bayern Munchen',16,9,N,7,2,0.441176,0.539216,0.588235,0.656863,2
'SV Werder Bremen','Karlsruher SC',16,9,N,10,17,0.352941,0.441176,0.235294,0.284314,2
'Hertha BSC Berlin','FC Schalke 04',16,9,N,4,8,0.558824,0.617647,0.411765,0.490196,2
'VfB Stuttgart','FC Energie Cottbus',16,9,S,3,16,0.558824,0.627451,0.235294,0.294118,2
'VfL Bochum','Eintracht Frankfurt',16,9,N,14,13,0.205882,0.313725,0.235294,0.323529,2
'Borussia Dortmund','DSC Arminia Bielefeld',16,9,U,6,18,0.441176,0.578431,0.117647,0.27451,2
'Bayer 04 Leverkusen','Borussia Monchengladbach',16,9,S,9,15,0.411765,0.480392,0.235294,0.303922,2
'Hamburger SV','1. FC Koln',16,9,S,5,12,0.558824,0.598039,0.323529,0.382353,2
'Hannover 96','VfL Wolfsburg',16,9,N,11,1,0.294118,0.392157,0.617647,0.676471,2
'Borussia Dortmund','Borussia Monchengladbach',17,9,S,6,15,0.441176,0.578431,0.235294,0.303922,1
'Bayer 04 Leverkusen','FC Energie Cottbus',17,9,U,9,16,0.411765,0.480392,0.235294,0.294118,1
'Hamburger SV','Eintracht Frankfurt',17,9,S,5,13,0.558824,0.598039,0.235294,0.323529,1
'Hannover 96','DSC Arminia Bielefeld',17,9,U,11,18,0.294118,0.392157,0.117647,0.27451,1
'Hertha BSC Berlin','Karlsruher SC',17,9,S,4,17,0.558824,0.617647,0.235294,0.284314,1
'VfB Stuttgart','FC Bayern Munchen',17,9,U,3,2,0.558824,0.627451,0.588235,0.656863,1
'VfL Bochum','1. FC Koln',17,9,N,14,12,0.205882,0.313725,0.323529,0.382353,1
'SV Werder Bremen','VfL Wolfsburg',17,9,S,10,1,0.352941,0.441176,0.617647,0.676471,1
'1899 Hoffenheim','FC Schalke 04',17,9,U,7,8,0.441176,0.539216,0.411765,0.490196,1
'Borussia Monchengladbach','Borussia Dortmund',17,9,N,15,6,0.235294,0.303922,0.441176,0.578431,2
'FC Energie Cottbus','Bayer 04 Leverkusen',17,9,U,16,9,0.235294,0.294118,0.411765,0.480392,2
'Eintracht Frankfurt','Hamburger SV',17,9,N,13,5,0.235294,0.323529,0.558824,0.598039,2
'DSC Arminia Bielefeld','Hannover 96',17,9,U,18,11,0.117647,0.27451,0.294118,0.392157,2
'Karlsruher SC','Hertha BSC Berlin',17,9,N,17,4,0.235294,0.284314,0.558824,0.617647,2
'FC Bayern Munchen','VfB Stuttgart',17,9,U,2,3,0.588235,0.656863,0.558824,0.627451,2
'1. FC Koln','VfL Bochum',17,9,S,12,14,0.323529,0.382353,0.205882,0.313725,2
'VfL Wolfsburg','SV Werder Bremen',17,9,N,1,10,0.617647,0.676471,0.352941,0.441176,2
'FC Schalke 04','1899 Hoffenheim',17,9,U,8,7,0.411765,0.490196,0.441176,0.539216,2
'Hamburger SV','FC Bayern Munchen',18,9,S,5,2,0.558824,0.598039,0.588235,0.656863,1
'1. FC Koln','VfL Wolfsburg',18,9,U,12,1,0.323529,0.382353,0.617647,0.676471,1
'VfB Stuttgart','Borussia Monchengladbach',18,9,S,3,15,0.558824,0.627451,0.235294,0.303922,1
'Hertha BSC Berlin','Eintracht Frankfurt',18,9,S,4,13,0.558824,0.617647,0.235294,0.323529,1
'Hannover 96','FC Schalke 04',18,9,S,11,8,0.294118,0.392157,0.411765,0.490196,1
'Borussia Dortmund','Bayer 04 Leverkusen',18,9,U,6,9,0.441176,0.578431,0.411765,0.480392,1
'1899 Hoffenheim','FC Energie Cottbus',18,9,S,7,16,0.441176,0.539216,0.235294,0.294118,1
'VfL Bochum','Karlsruher SC',18,9,S,14,17,0.205882,0.313725,0.235294,0.284314,1
'SV Werder Bremen','DSC Arminia Bielefeld',18,9,N,10,18,0.352941,0.441176,0.117647,0.27451,1
'FC Bayern Munchen','Hamburger SV',18,9,N,2,5,0.588235,0.656863,0.558824,0.598039,2
'VfL Wolfsburg','1. FC Koln',18,9,U,1,12,0.617647,0.676471,0.323529,0.382353,2
'Borussia Monchengladbach','VfB Stuttgart',18,9,N,15,3,0.235294,0.303922,0.558824,0.627451,2
'Eintracht Frankfurt','Hertha BSC Berlin',18,9,N,13,4,0.235294,0.323529,0.558824,0.617647,2
'FC Schalke 04','Hannover 96',18,9,N,8,11,0.411765,0.490196,0.294118,0.392157,2
'Bayer 04 Leverkusen','Borussia Dortmund',18,9,U,9,6,0.411765,0.480392,0.441176,0.578431,2
'FC Energie Cottbus','1899 Hoffenheim',18,9,N,16,7,0.235294,0.294118,0.441176,0.539216,2
'Karlsruher SC','VfL Bochum',18,9,N,17,14,0.235294,0.284314,0.205882,0.313725,2
'DSC Arminia Bielefeld','SV Werder Bremen',18,9,S,18,10,0.117647,0.27451,0.352941,0.441176,2
'DSC Arminia Bielefeld','Hertha BSC Berlin',19,9,U,18,4,0.117647,0.27451,0.558824,0.617647,1
'Borussia Monchengladbach','1899 Hoffenheim',19,9,U,15,7,0.235294,0.303922,0.441176,0.539216,1
'VfL Wolfsburg','VfL Bochum',19,9,S,1,14,0.617647,0.676471,0.205882,0.313725,1
'Karlsruher SC','Hamburger SV',19,9,S,17,5,0.235294,0.284314,0.558824,0.598039,1
'FC Schalke 04','SV Werder Bremen',19,9,S,8,10,0.411765,0.490196,0.352941,0.441176,1
'Eintracht Frankfurt','1. FC Koln',19,9,U,13,12,0.235294,0.323529,0.323529,0.382353,1
'Bayer 04 Leverkusen','VfB Stuttgart',19,9,N,9,3,0.411765,0.480392,0.558824,0.627451,1
'FC Energie Cottbus','Hannover 96',19,9,S,16,11,0.235294,0.294118,0.294118,0.392157,1
'FC Bayern Munchen','Borussia Dortmund',19,9,S,2,6,0.588235,0.656863,0.441176,0.578431,1
'Hertha BSC Berlin','DSC Arminia Bielefeld',19,9,U,4,18,0.558824,0.617647,0.117647,0.27451,2
'1899 Hoffenheim','Borussia Monchengladbach',19,9,U,7,15,0.441176,0.539216,0.235294,0.303922,2
'VfL Bochum','VfL Wolfsburg',19,9,N,14,1,0.205882,0.313725,0.617647,0.676471,2
'Hamburger SV','Karlsruher SC',19,9,N,5,17,0.558824,0.598039,0.235294,0.284314,2
'SV Werder Bremen','FC Schalke 04',19,9,N,10,8,0.352941,0.441176,0.411765,0.490196,2
'1. FC Koln','Eintracht Frankfurt',19,9,U,12,13,0.323529,0.382353,0.235294,0.323529,2
'VfB Stuttgart','Bayer 04 Leverkusen',19,9,S,3,9,0.558824,0.627451,0.411765,0.480392,2
'Hannover 96','FC Energie Cottbus',19,9,N,11,16,0.294118,0.392157,0.235294,0.294118,2
'Borussia Dortmund','FC Bayern Munchen',19,9,N,6,2,0.441176,0.578431,0.588235,0.656863,2
'1899 Hoffenheim','Bayer 04 Leverkusen',20,9,N,7,9,0.441176,0.539216,0.411765,0.480392,1
'SV Werder Bremen','Borussia Monchengladbach',20,9,U,10,15,0.352941,0.441176,0.235294,0.303922,1
'VfL Bochum','FC Schalke 04',20,9,S,14,8,0.205882,0.313725,0.411765,0.490196,1
'Hertha BSC Berlin','FC Bayern Munchen',20,9,S,4,2,0.558824,0.617647,0.588235,0.656863,1
'Hannover 96','VfB Stuttgart',20,9,U,11,3,0.294118,0.392157,0.558824,0.627451,1
'Eintracht Frankfurt','VfL Wolfsburg',20,9,N,13,1,0.235294,0.323529,0.617647,0.676471,1
'1. FC Koln','Karlsruher SC',20,9,U,12,17,0.323529,0.382353,0.235294,0.284314,1
'Hamburger SV','DSC Arminia Bielefeld',20,9,S,5,18,0.558824,0.598039,0.117647,0.27451,1
'Borussia Dortmund','FC Energie Cottbus',20,9,U,6,16,0.441176,0.578431,0.235294,0.294118,1
'Bayer 04 Leverkusen','1899 Hoffenheim',20,9,S,9,7,0.411765,0.480392,0.441176,0.539216,2
'Borussia Monchengladbach','SV Werder Bremen',20,9,U,15,10,0.235294,0.303922,0.352941,0.441176,2
'FC Schalke 04','VfL Bochum',20,9,N,8,14,0.411765,0.490196,0.205882,0.313725,2
'FC Bayern Munchen','Hertha BSC Berlin',20,9,N,2,4,0.588235,0.656863,0.558824,0.617647,2
'VfB Stuttgart','Hannover 96',20,9,U,3,11,0.558824,0.627451,0.294118,0.392157,2
'VfL Wolfsburg','Eintracht Frankfurt',20,9,S,1,13,0.617647,0.676471,0.235294,0.323529,2
'Karlsruher SC','1. FC Koln',20,9,U,17,12,0.235294,0.284314,0.323529,0.382353,2
'DSC Arminia Bielefeld','Hamburger SV',20,9,N,18,5,0.117647,0.27451,0.558824,0.598039,2
'FC Energie Cottbus','Borussia Dortmund',20,9,U,16,6,0.235294,0.294118,0.441176,0.578431,2
'FC Schalke 04','Borussia Dortmund',21,9,U,8,6,0.411765,0.490196,0.441176,0.578431,1
'VfL Wolfsburg','Hertha BSC Berlin',21,9,S,1,4,0.617647,0.676471,0.558824,0.617647,1
'VfB Stuttgart','1899 Hoffenheim',21,9,U,3,7,0.558824,0.627451,0.441176,0.539216,1
'Karlsruher SC','Eintracht Frankfurt',21,9,N,17,13,0.235294,0.284314,0.235294,0.323529,1
'FC Energie Cottbus','SV Werder Bremen',21,9,S,16,10,0.235294,0.294118,0.352941,0.441176,1
'FC Bayern Munchen','1. FC Koln',21,9,N,2,12,0.588235,0.656863,0.323529,0.382353,1
'DSC Arminia Bielefeld','VfL Bochum',21,9,U,18,14,0.117647,0.27451,0.205882,0.313725,1
'Borussia Monchengladbach','Hannover 96',21,9,S,15,11,0.235294,0.303922,0.294118,0.392157,1
'Bayer 04 Leverkusen','Hamburger SV',21,9,N,9,5,0.411765,0.480392,0.558824,0.598039,1
'Borussia Dortmund','FC Schalke 04',21,9,U,6,8,0.441176,0.578431,0.411765,0.490196,2
'Hertha BSC Berlin','VfL Wolfsburg',21,9,N,4,1,0.558824,0.617647,0.617647,0.676471,2
'1899 Hoffenheim','VfB Stuttgart',21,9,U,7,3,0.441176,0.539216,0.558824,0.627451,2
'Eintracht Frankfurt','Karlsruher SC',21,9,S,13,17,0.235294,0.323529,0.235294,0.284314,2
'SV Werder Bremen','FC Energie Cottbus',21,9,N,10,16,0.352941,0.441176,0.235294,0.294118,2
'1. FC Koln','FC Bayern Munchen',21,9,S,12,2,0.323529,0.382353,0.588235,0.656863,2
'VfL Bochum','DSC Arminia Bielefeld',21,9,U,14,18,0.205882,0.313725,0.117647,0.27451,2
'Hannover 96','Borussia Monchengladbach',21,9,N,11,15,0.294118,0.392157,0.235294,0.303922,2
'Hamburger SV','Bayer 04 Leverkusen',21,9,S,5,9,0.558824,0.598039,0.411765,0.480392,2
'1. FC Koln','DSC Arminia Bielefeld',22,9,U,12,18,0.323529,0.382353,0.117647,0.27451,1
'VfL Bochum','FC Energie Cottbus',22,9,S,14,16,0.205882,0.313725,0.235294,0.294118,1
'Hertha BSC Berlin','Borussia Monchengladbach',22,9,S,4,15,0.558824,0.617647,0.235294,0.303922,1
'Hannover 96','Bayer 04 Leverkusen',22,9,S,11,9,0.294118,0.392157,0.411765,0.480392,1
'Borussia Dortmund','1899 Hoffenheim',22,9,U,6,7,0.441176,0.578431,0.441176,0.539216,1
'Eintracht Frankfurt','FC Schalke 04',22,9,N,13,8,0.235294,0.323529,0.411765,0.490196,1
'Hamburger SV','VfL Wolfsburg',22,9,N,5,1,0.558824,0.598039,0.617647,0.676471,1
'Karlsruher SC','VfB Stuttgart',22,9,N,17,3,0.235294,0.284314,0.558824,0.627451,1
'SV Werder Bremen','FC Bayern Munchen',22,9,U,10,2,0.352941,0.441176,0.588235,0.656863,1
'DSC Arminia Bielefeld','1. FC Koln',22,9,U,18,12,0.117647,0.27451,0.323529,0.382353,2
'FC Energie Cottbus','VfL Bochum',22,9,N,16,14,0.235294,0.294118,0.205882,0.313725,2
'Borussia Monchengladbach','Hertha BSC Berlin',22,9,N,15,4,0.235294,0.303922,0.558824,0.617647,2
'Bayer 04 Leverkusen','Hannover 96',22,9,N,9,11,0.411765,0.480392,0.294118,0.392157,2
'1899 Hoffenheim','Borussia Dortmund',22,9,U,7,6,0.441176,0.539216,0.441176,0.578431,2
'FC Schalke 04','Eintracht Frankfurt',22,9,S,8,13,0.411765,0.490196,0.235294,0.323529,2
'VfL Wolfsburg','Hamburger SV',22,9,S,1,5,0.617647,0.676471,0.558824,0.598039,2
'VfB Stuttgart','Karlsruher SC',22,9,S,3,17,0.558824,0.627451,0.235294,0.284314,2
'FC Bayern Munchen','SV Werder Bremen',22,9,U,2,10,0.588235,0.656863,0.352941,0.441176,2
'FC Schalke 04','1. FC Koln',23,9,S,8,12,0.411765,0.490196,0.323529,0.382353,1
'FC Energie Cottbus','Hertha BSC Berlin',23,9,N,16,4,0.235294,0.294118,0.558824,0.617647,1
'FC Bayern Munchen','Hannover 96',23,9,S,2,11,0.588235,0.656863,0.294118,0.392157,1
'VfB Stuttgart','Borussia Dortmund',23,9,S,3,6,0.558824,0.627451,0.441176,0.578431,1
'Borussia Monchengladbach','Hamburger SV',23,9,S,15,5,0.235294,0.303922,0.558824,0.598039,1
'VfL Wolfsburg','Karlsruher SC',23,9,S,1,17,0.617647,0.676471,0.235294,0.284314,1
'1899 Hoffenheim','SV Werder Bremen',23,9,U,7,10,0.441176,0.539216,0.352941,0.441176,1
'DSC Arminia Bielefeld','Eintracht Frankfurt',23,9,U,18,13,0.117647,0.27451,0.235294,0.323529,1
'Bayer 04 Leverkusen','VfL Bochum',23,9,U,9,14,0.411765,0.480392,0.205882,0.313725,1
'1. FC Koln','FC Schalke 04',23,9,N,12,8,0.323529,0.382353,0.411765,0.490196,2
'Hertha BSC Berlin','FC Energie Cottbus',23,9,S,4,16,0.558824,0.617647,0.235294,0.294118,2
'Hannover 96','FC Bayern Munchen',23,9,N,11,2,0.294118,0.392157,0.588235,0.656863,2
'Borussia Dortmund','VfB Stuttgart',23,9,N,6,3,0.441176,0.578431,0.558824,0.627451,2
'Hamburger SV','Borussia Monchengladbach',23,9,N,5,15,0.558824,0.598039,0.235294,0.303922,2
'Karlsruher SC','VfL Wolfsburg',23,9,N,17,1,0.235294,0.284314,0.617647,0.676471,2
'SV Werder Bremen','1899 Hoffenheim',23,9,U,10,7,0.352941,0.441176,0.441176,0.539216,2
'Eintracht Frankfurt','DSC Arminia Bielefeld',23,9,U,13,18,0.235294,0.323529,0.117647,0.27451,2
'VfL Bochum','Bayer 04 Leverkusen',23,9,U,14,9,0.205882,0.313725,0.411765,0.480392,2
'VfL Wolfsburg','FC Schalke 04',24,9,S,1,8,0.617647,0.676471,0.411765,0.490196,1
'VfL Bochum','FC Bayern Munchen',24,9,N,14,2,0.205882,0.313725,0.588235,0.656863,1
'Karlsruher SC','DSC Arminia Bielefeld',24,9,N,17,18,0.235294,0.284314,0.117647,0.27451,1
'Hertha BSC Berlin','Bayer 04 Leverkusen',24,9,S,4,9,0.558824,0.617647,0.411765,0.480392,1
'Hannover 96','Borussia Dortmund',24,9,U,11,6,0.294118,0.392157,0.441176,0.578431,1
'Eintracht Frankfurt','1899 Hoffenheim',24,9,U,13,7,0.235294,0.323529,0.441176,0.539216,1
'1. FC Koln','Borussia Monchengladbach',24,9,N,12,15,0.323529,0.382353,0.235294,0.303922,1
'Hamburger SV','FC Energie Cottbus',24,9,S,5,16,0.558824,0.598039,0.235294,0.294118,1
'SV Werder Bremen','VfB Stuttgart',24,9,S,10,3,0.352941,0.441176,0.558824,0.627451,1
'FC Schalke 04','VfL Wolfsburg',24,9,N,8,1,0.411765,0.490196,0.617647,0.676471,2
'FC Bayern Munchen','VfL Bochum',24,9,S,2,14,0.588235,0.656863,0.205882,0.313725,2
'DSC Arminia Bielefeld','Karlsruher SC',24,9,S,18,17,0.117647,0.27451,0.235294,0.284314,2
'Bayer 04 Leverkusen','Hertha BSC Berlin',24,9,N,9,4,0.411765,0.480392,0.558824,0.617647,2
'Borussia Dortmund','Hannover 96',24,9,U,6,11,0.441176,0.578431,0.294118,0.392157,2
'1899 Hoffenheim','Eintracht Frankfurt',24,9,U,7,13,0.441176,0.539216,0.235294,0.323529,2
'Borussia Monchengladbach','1. FC Koln',24,9,S,15,12,0.235294,0.303922,0.323529,0.382353,2
'FC Energie Cottbus','Hamburger SV',24,9,N,16,5,0.235294,0.294118,0.558824,0.598039,2
'VfB Stuttgart','SV Werder Bremen',24,9,N,3,10,0.558824,0.627451,0.352941,0.441176,2
'Borussia Monchengladbach','VfL Bochum',25,9,N,15,14,0.235294,0.303922,0.205882,0.313725,1
'VfB Stuttgart','Hertha BSC Berlin',25,9,S,3,4,0.558824,0.627451,0.558824,0.617647,1
'FC Energie Cottbus','1. FC Koln',25,9,N,16,12,0.235294,0.294118,0.323529,0.382353,1
'FC Bayern Munchen','Karlsruher SC',25,9,S,2,17,0.588235,0.656863,0.235294,0.284314,1
'DSC Arminia Bielefeld','VfL Wolfsburg',25,9,N,18,1,0.117647,0.27451,0.617647,0.676471,1
'Borussia Dortmund','SV Werder Bremen',25,9,S,6,10,0.441176,0.578431,0.352941,0.441176,1
'Bayer 04 Leverkusen','Eintracht Frankfurt',25,9,U,9,13,0.411765,0.480392,0.235294,0.323529,1
'1899 Hoffenheim','Hannover 96',25,9,U,7,11,0.441176,0.539216,0.294118,0.392157,1
'FC Schalke 04','Hamburger SV',25,9,N,8,5,0.411765,0.490196,0.558824,0.598039,1
'VfL Bochum','Borussia Monchengladbach',25,9,S,14,15,0.205882,0.313725,0.235294,0.303922,2
'Hertha BSC Berlin','VfB Stuttgart',25,9,N,4,3,0.558824,0.617647,0.558824,0.627451,2
'1. FC Koln','FC Energie Cottbus',25,9,S,12,16,0.323529,0.382353,0.235294,0.294118,2
'Karlsruher SC','FC Bayern Munchen',25,9,N,17,2,0.235294,0.284314,0.588235,0.656863,2
'VfL Wolfsburg','DSC Arminia Bielefeld',25,9,S,1,18,0.617647,0.676471,0.117647,0.27451,2
'SV Werder Bremen','Borussia Dortmund',25,9,N,10,6,0.352941,0.441176,0.441176,0.578431,2
'Eintracht Frankfurt','Bayer 04 Leverkusen',25,9,U,13,9,0.235294,0.323529,0.411765,0.480392,2
'Hannover 96','1899 Hoffenheim',25,9,U,11,7,0.294118,0.392157,0.441176,0.539216,2
'Hamburger SV','FC Schalke 04',25,9,S,5,8,0.558824,0.598039,0.411765,0.490196,2
'DSC Arminia Bielefeld','FC Schalke 04',26,9,N,18,8,0.117647,0.27451,0.411765,0.490196,1
'VfL Wolfsburg','FC Bayern Munchen',26,9,S,1,2,0.617647,0.676471,0.588235,0.656863,1
'VfL Bochum','VfB Stuttgart',26,9,N,14,3,0.205882,0.313725,0.558824,0.627451,1
'Hertha BSC Berlin','Borussia Dortmund',26,9,N,4,6,0.558824,0.617647,0.441176,0.578431,1
'Hamburger SV','1899 Hoffenheim',26,9,S,5,7,0.558824,0.598039,0.441176,0.539216,1
'Eintracht Frankfurt','FC Energie Cottbus',26,9,S,13,16,0.235294,0.323529,0.235294,0.294118,1
'Karlsruher SC','Borussia Monchengladbach',26,9,U,17,15,0.235294,0.284314,0.235294,0.303922,1
'1. FC Koln','Bayer 04 Leverkusen',26,9,N,12,9,0.323529,0.382353,0.411765,0.480392,1
'SV Werder Bremen','Hannover 96',26,9,S,10,11,0.352941,0.441176,0.294118,0.392157,1
'FC Schalke 04','DSC Arminia Bielefeld',26,9,S,8,18,0.411765,0.490196,0.117647,0.27451,2
'FC Bayern Munchen','VfL Wolfsburg',26,9,N,2,1,0.588235,0.656863,0.617647,0.676471,2
'VfB Stuttgart','VfL Bochum',26,9,S,3,14,0.558824,0.627451,0.205882,0.313725,2
'Borussia Dortmund','Hertha BSC Berlin',26,9,S,6,4,0.441176,0.578431,0.558824,0.617647,2
'1899 Hoffenheim','Hamburger SV',26,9,N,7,5,0.441176,0.539216,0.558824,0.598039,2
'FC Energie Cottbus','Eintracht Frankfurt',26,9,N,16,13,0.235294,0.294118,0.235294,0.323529,2
'Borussia Monchengladbach','Karlsruher SC',26,9,U,15,17,0.235294,0.303922,0.235294,0.284314,2
'Bayer 04 Leverkusen','1. FC Koln',26,9,S,9,12,0.411765,0.480392,0.323529,0.382353,2
'Hannover 96','SV Werder Bremen',26,9,N,11,10,0.294118,0.392157,0.352941,0.441176,2
'Hannover 96','Hertha BSC Berlin',27,9,S,11,4,0.294118,0.392157,0.558824,0.617647,1
'FC Schalke 04','Karlsruher SC',27,9,S,8,17,0.411765,0.490196,0.235294,0.284314,1
'FC Energie Cottbus','DSC Arminia Bielefeld',27,9,S,16,18,0.235294,0.294118,0.117647,0.27451,1
'FC Bayern Munchen','Eintracht Frankfurt',27,9,S,2,13,0.588235,0.656863,0.235294,0.323529,1
'Borussia Monchengladbach','VfL Wolfsburg',27,9,N,15,1,0.235294,0.303922,0.617647,0.676471,1
'Borussia Dortmund','1. FC Koln',27,9,S,6,12,0.441176,0.578431,0.323529,0.382353,1
'1899 Hoffenheim','VfL Bochum',27,9,N,7,14,0.441176,0.539216,0.205882,0.313725,1
'Bayer 04 Leverkusen','SV Werder Bremen',27,9,U,9,10,0.411765,0.480392,0.352941,0.441176,1
'VfB Stuttgart','Hamburger SV',27,9,S,3,5,0.558824,0.627451,0.558824,0.598039,1
'Hertha BSC Berlin','Hannover 96',27,9,N,4,11,0.558824,0.617647,0.294118,0.392157,2
'Karlsruher SC','FC Schalke 04',27,9,N,17,8,0.235294,0.284314,0.411765,0.490196,2
'DSC Arminia Bielefeld','FC Energie Cottbus',27,9,N,18,16,0.117647,0.27451,0.235294,0.294118,2
'Eintracht Frankfurt','FC Bayern Munchen',27,9,N,13,2,0.235294,0.323529,0.588235,0.656863,2
'VfL Wolfsburg','Borussia Monchengladbach',27,9,S,1,15,0.617647,0.676471,0.235294,0.303922,2
'1. FC Koln','Borussia Dortmund',27,9,N,12,6,0.323529,0.382353,0.441176,0.578431,2
'VfL Bochum','1899 Hoffenheim',27,9,S,14,7,0.205882,0.313725,0.441176,0.539216,2
'SV Werder Bremen','Bayer 04 Leverkusen',27,9,U,10,9,0.352941,0.441176,0.411765,0.480392,2
'Hamburger SV','VfB Stuttgart',27,9,N,5,3,0.558824,0.598039,0.558824,0.627451,2
'FC Schalke 04','FC Energie Cottbus',28,9,S,8,16,0.411765,0.490196,0.235294,0.294118,1
'VfL Bochum','Borussia Dortmund',28,9,N,14,6,0.205882,0.313725,0.441176,0.578431,1
'VfL Wolfsburg','Bayer 04 Leverkusen',28,9,S,1,9,0.617647,0.676471,0.411765,0.480392,1
'Eintracht Frankfurt','Borussia Monchengladbach',28,9,S,13,15,0.235294,0.323529,0.235294,0.303922,1
'DSC Arminia Bielefeld','FC Bayern Munchen',28,9,N,18,2,0.117647,0.27451,0.588235,0.656863,1
'1. FC Koln','VfB Stuttgart',28,9,N,12,3,0.323529,0.382353,0.558824,0.627451,1
'Karlsruher SC','1899 Hoffenheim',28,9,U,17,7,0.235294,0.284314,0.441176,0.539216,1
'Hamburger SV','Hannover 96',28,9,S,5,11,0.558824,0.598039,0.294118,0.392157,1
'Hertha BSC Berlin','SV Werder Bremen',28,9,S,4,10,0.558824,0.617647,0.352941,0.441176,1
'FC Energie Cottbus','FC Schalke 04',28,9,N,16,8,0.235294,0.294118,0.411765,0.490196,2
'Borussia Dortmund','VfL Bochum',28,9,S,6,14,0.441176,0.578431,0.205882,0.313725,2
'Bayer 04 Leverkusen','VfL Wolfsburg',28,9,N,9,1,0.411765,0.480392,0.617647,0.676471,2
'Borussia Monchengladbach','Eintracht Frankfurt',28,9,N,15,13,0.235294,0.303922,0.235294,0.323529,2
'FC Bayern Munchen','DSC Arminia Bielefeld',28,9,S,2,18,0.588235,0.656863,0.117647,0.27451,2
